"","type","variable","obs","pred"
"4204...22597","calibration","pH",5.80000019,5.619242774714
"5454...22598","calibration","pH",5.5999999,6.09390403006272
"1502...22599","calibration","pH",5.82,5.92219492792424
"8170...22600","calibration","pH",5.3,5.70080767343724
"6850...22601","calibration","pH",5.4000001,4.92365173923698
"4988...22602","calibration","pH",5.30000019,5.29197707478241
"7379...22603","calibration","pH",5.0999999,5.44813999330494
"7686...22604","calibration","pH",5.5999999,5.98890088757298
"6855...22605","calibration","pH",5.6,5.64901301489947
"7573...22606","calibration","pH",6.30000019,6.09539499094181
"7094...22607","calibration","pH",5.2,5.36646467245264
"8359...22608","calibration","pH",5.6,5.60086527799933
"7035","calibration","pH",5.5,5.25403836724591
"7249...22610","calibration","pH",5.5999999,5.63072265324043
"1808...22611","calibration","pH",6.56,6.46132534697178
"8504...22612","calibration","pH",5.80000019,6.00549202010784
"7360...22613","calibration","pH",6,6.00317134803257
"4192...22614","calibration","pH",6,5.61671000391643
"7276...22615","calibration","pH",5.4000001,5.15403397296191
"7796...22616","calibration","pH",4.4000001,4.81951341054061
"4968...22617","calibration","pH",6.19999981,6.40622783191451
"4191...22618","calibration","pH",5.69999981,5.31462702633072
"1860...22619","calibration","pH",6.38,6.28241490152689
"5618...22620","calibration","pH",5.19999981,5.10476580907373
"8406...22621","calibration","pH",5.2,5.29835510686503
"4232...22622","calibration","pH",5.9000001,5.73356838541502
"7795...22623","calibration","pH",4.80000019,5.02382099992774
"4806...22624","calibration","pH",4.9000001,4.74984398603252
"6936...22625","calibration","pH",5.5,5.61943908514785
"7329...22626","calibration","pH",5.8,5.6851347896349
"1576...22627","calibration","pH",5.51,5.6774278896825
"4761...22628","calibration","pH",5.9000001,5.7632447162647
"4967...22629","calibration","pH",6.4000001,6.02637356088375
"6921...22630","calibration","pH",5.30000019,5.39682254986758
"4961...22631","calibration","pH",5.9000001,5.81049133838975
"6527...22632","calibration","pH",5.80000019,5.67051237033416
"8395...22633","calibration","pH",4.9,4.98614342386688
"6538...22634","calibration","pH",5.0999999,5.22328889308538
"6848...22635","calibration","pH",5,4.83964926130588
"4605...22636","calibration","pH",4.9000001,5.08992632145022
"5519...22637","calibration","pH",5.4000001,6.08059587175041
"5950...22638","calibration","pH",5.69999981,5.57376392059622
"1558...22639","calibration","pH",5.53,5.42337790815479
"8393...22640","calibration","pH",4.5,4.74630955953185
"1492...22641","calibration","pH",5.73,5.78136633968881
"6563...22642","calibration","pH",5.4000001,5.80398755735219
"4168...22643","calibration","pH",5,5.14094787666528
"6839...22644","calibration","pH",5,5.54660177013735
"6468...22645","calibration","pH",5.19999981,5.43551809014521
"7572...22646","calibration","pH",5.9000001,5.9009790170651
"4578...22647","calibration","pH",5.5999999,5.4529948209551
"6374...22648","calibration","pH",5.5,5.29853620228885
"6550...22649","calibration","pH",5.4000001,5.27667126852245
"7351...22650","calibration","pH",5.5,5.47562401287421
"6557...22651","calibration","pH",5.7,5.64878950686379
"5635...22652","calibration","pH",5,5.05596310655874
"5453...22653","calibration","pH",6.0999999,6.24745257388174
"1490...22654","calibration","pH",5.76,5.88615436850575
"7558...22655","calibration","pH",5.69999981,5.75910394891651
"257...22656","calibration","pH",6.69,6.71576435647044
"1534...22657","calibration","pH",6.5,6.27577418554218
"1586...22658","calibration","pH",6.42,6.19190580414025
"6461...22659","calibration","pH",5.19999981,5.77928604701584
"5487...22660","calibration","pH",6.4000001,6.61954060206729
"5429...22661","calibration","pH",6.0999999,6.35093181196231
"1512...22662","calibration","pH",6.56,6.38053607021281
"6846...22663","calibration","pH",5,7.89060866670097
"4432...22664","calibration","pH",5.69999981,5.71640237636444
"1852...22665","calibration","pH",5.64,5.70370698379058
"4762...22666","calibration","pH",5.80000019,5.63968051484432
"6851...22667","calibration","pH",5.4000001,4.86794743562123
"6375...22668","calibration","pH",5.5999999,5.47339428765609
"5436...22669","calibration","pH",6.0999999,6.40644324624418
"1544...22670","calibration","pH",6.03,5.90756812820955
"1446...22671","calibration","pH",5.78,5.95440904560406
"6667...22672","calibration","pH",5.4000001,5.37326472187009
"8532...22673","calibration","pH",5.19999981,5.3201740689305
"7519...22674","calibration","pH",4.5999999,4.86530696668454
"1516...22675","calibration","pH",6.34,6.1913381383699
"4233...22676","calibration","pH",5.5,5.56415222043321
"4307...22677","calibration","pH",5,5.12301768917473
"1530...22678","calibration","pH",5.88,5.71532339318351
"8495...22679","calibration","pH",6.5,6.35934457558672
"5813...22680","calibration","pH",6.0999999,6.31612960640844
"8369...22681","calibration","pH",5.5,5.50919443862767
"6903...22682","calibration","pH",5.2,5.21795247538749
"1376...22683","calibration","pH",5.56,5.66466110676951
"7821...22684","calibration","pH",6.2,6.3220507671315
"8321...22685","calibration","pH",5.4,5.25272876098183
"8436...22686","calibration","pH",5.4000001,5.3342125700494
"5855...22687","calibration","pH",6.4000001,6.42179281111771
"8255...22688","calibration","pH",5.5999999,5.65035315520403
"5609...22689","calibration","pH",4.4000001,4.42370253705108
"1316...22690","calibration","pH",6.01,5.8184991325019
"8392...22691","calibration","pH",4.19999981,4.69109546698243
"1504...22692","calibration","pH",5.69,5.74776106858595
"6840...22693","calibration","pH",5.0999999,5.26731704807131
"4128...22694","calibration","pH",5.4000001,5.51508050997792
"6809...22695","calibration","pH",4.9000001,5.13466878790931
"5826...22696","calibration","pH",8,8.62575985488114
"1368...22697","calibration","pH",6.13,5.95781934535201
"7810...22698","calibration","pH",5.4,5.59215164977803
"4433...22699","calibration","pH",6.5,6.22031796227967
"1844...22700","calibration","pH",6.15,5.91172090686189
"5415...22701","calibration","pH",5.5,5.53595906925505
"3931...22702","calibration","pH",6.5,6.26420131305328
"1448...22703","calibration","pH",5.59,5.74576649547774
"7015","calibration","pH",6.3,5.81759262238486
"6834...22705","calibration","pH",5.69999981,5.47847018988784
"1390...22706","calibration","pH",5.94,5.97186009420825
"8529...22707","calibration","pH",6,5.32715685767973
"1760...22708","calibration","pH",6.54,6.3594562396726
"1278...22709","calibration","pH",6.15,5.96688828181068
"6569...22710","calibration","pH",5.19999981,5.09220114159643
"6905...22711","calibration","pH",5.0999999,5.33956144909137
"7593...22712","calibration","pH",4.5999999,5.2287245455292
"6566...22713","calibration","pH",5.4000001,5.11672522827401
"7336...22714","calibration","pH",5.4,5.50710044927267
"4766...22715","calibration","pH",5.4000001,5.4583010958796
"1612...22716","calibration","pH",5.39,5.6381038054135
"4510...22717","calibration","pH",4.9000001,5.03069033266857
"6171...22718","calibration","pH",5.19999981,5.29140155755274
"1532...22719","calibration","pH",5.82,5.71337414269878
"5469...22720","calibration","pH",6.9000001,6.87487125569116
"1292...22721","calibration","pH",5.92,5.93957204053085
"6543...22722","calibration","pH",5.69999981,5.56841839578127
"7666...22723","calibration","pH",5.30000019,5.40030889521494
"1408...22724","calibration","pH",5.65,5.72544888120867
"7578...22725","calibration","pH",5.5999999,5.8576544722239
"7223...22726","calibration","pH",6.4000001,6.27614983766644
"6666...22727","calibration","pH",5.5,5.40493817941515
"8000...22728","calibration","pH",5.6,5.447545461307
"7362...22729","calibration","pH",5.80000019,5.88130440477748
"4760...22730","calibration","pH",5.80000019,5.81474469715907
"6678...22731","calibration","pH",5.9000001,6.11935313491772
"8499...22732","calibration","pH",6.30000019,6.1437206286118
"229...22733","calibration","pH",6.62,6.44404741787977
"6197...22734","calibration","pH",7,6.44906801883907
"6376...22735","calibration","pH",5.5999999,5.53409664556763
"6542...22736","calibration","pH",6.0999999,5.81436514377982
"1500...22737","calibration","pH",5.81,5.89267306323966
"5956...22738","calibration","pH",5.5,5.11934935720682
"6500...22739","calibration","pH",5.69999981,5.395821652623
"4509...22740","calibration","pH",4.9000001,4.99197207658034
"5617...22741","calibration","pH",5.0999999,5.07295043120839
"6105...22742","calibration","pH",4.4000001,4.42753500866956
"8488...22743","calibration","pH",6.5999999,6.88307484382211
"5629...22744","calibration","pH",4.69999981,4.54145061716106
"1476...22745","calibration","pH",5.7,5.75952986901075
"6365...22746","calibration","pH",5.69999981,5.65648365492171
"7798...22747","calibration","pH",4.7,5.31364499701065
"4554...22748","calibration","pH",4.30000019,4.59382944890071
"7226...22749","calibration","pH",5.4,5.70961919622359
"6482...22750","calibration","pH",5.4,5.3620820157572
"8325...22751","calibration","pH",6.3,6.0588882451348
"6418...22752","calibration","pH",5.5999999,5.81036949674815
"8464...22753","calibration","pH",5.9000001,5.70832516636297
"8423...22754","calibration","pH",5.2,5.0688510321341
"4239...22755","calibration","pH",5.19999981,5.23781994860819
"4167...22756","calibration","pH",4.5999999,5.03988641223565
"5963...22757","calibration","pH",5.30000019,5.28016165723069
"1820...22758","calibration","pH",6.93,6.61833693267282
"5630...22759","calibration","pH",5.19999981,5.34019142070323
"1814...22760","calibration","pH",6.22,6.13928092203082
"4141...22761","calibration","pH",5.4000001,5.38925079916959
"3934...22762","calibration","pH",7.0999999,6.48818270626323
"7012","calibration","pH",5.4,5.07709802446466
"7251...22764","calibration","pH",5.9000001,5.82648268694054
"4632...22765","calibration","pH",5.69999981,5.20344130851659
"6835...22766","calibration","pH",5.9000001,5.69458295906867
"8505...22767","calibration","pH",6.19999981,6.19300802117214
"4129...22768","calibration","pH",5.4000001,5.27833868843017
"4580...22769","calibration","pH",5.4000001,5.52832837821311
"1790...22770","calibration","pH",6.81,6.42096560662493
"1294...22771","calibration","pH",6.07,6.00489718413116
"241...22772","calibration","pH",6.61,6.47624381308982
"4550...22773","calibration","pH",6.69999981,6.25290863262586
"5499...22774","calibration","pH",5.0999999,5.24438033166443
"1392...22775","calibration","pH",5.86,5.73940530886833
"5619...22776","calibration","pH",5,5.21514673294397
"7913...22777","calibration","pH",5.9,5.93279620388013
"6544...22778","calibration","pH",5.5999999,5.59120594217643
"8166...22779","calibration","pH",2.8,4.01078343729582
"5416...22780","calibration","pH",5.5999999,5.73822393178623
"5970...22781","calibration","pH",5.9000001,5.91641229145777
"6687...22782","calibration","pH",5.2,5.4467663626684
"1854...22783","calibration","pH",6.1,6.04115689107464
"7861...22784","calibration","pH",5.0999999,5.35495841824527
"7380...22785","calibration","pH",5.69999981,5.91340812969121
"4579...22786","calibration","pH",5.4000001,5.5184373627459
"1506...22787","calibration","pH",5.86,5.87939519910642
"1818...22788","calibration","pH",6.02,6.47627601216138
"6090...22789","calibration","pH",4.80000019,4.37359060482439
"1786...22790","calibration","pH",6.27,6.14948629828824
"1282...22791","calibration","pH",6.59,6.27749295749325
"6548...22792","calibration","pH",6.0999999,5.68286662531895
"5755...22793","calibration","pH",4.80000019,5.85799769735431
"7017","calibration","pH",5.19999981,5.29522050248126
"1510...22795","calibration","pH",5.91,6.16022526871271
"4502...22796","calibration","pH",5,5.40482838492083
"7014...22797","calibration","pH",5.4000001,5.32543865650428
"4147...22798","calibration","pH",5.0999999,5.19598898192279
"7864...22799","calibration","pH",5.7,6.00117712483507
"6689...22800","calibration","pH",5.5999999,5.75254557152462
"7037","calibration","pH",5.8,5.73462194432904
"1578...22802","calibration","pH",6.13,6.05366706156975
"7275...22803","calibration","pH",5.30000019,5.13091186625036
"8115...22804","calibration","pH",4,4.78302440495504
"6368...22805","calibration","pH",5.4000001,5.45581086707193
"275...22806","calibration","pH",5.43,5.78224771045959
"4210...22807","calibration","pH",6,5.69665441865774
"237...22808","calibration","pH",6.38,6.34613600058176
"6916...22809","calibration","pH",5.30000019,5.50955562164502
"1474...22810","calibration","pH",5.7,5.72253311913443
"4217...22811","calibration","pH",5.30000019,5.26675736129755
"5933...22812","calibration","pH",4.69999981,4.55852517662283
"6394...22813","calibration","pH",5.69999981,5.6307604187566
"1308...22814","calibration","pH",6.46,6.15269811486345
"1780...22815","calibration","pH",5.93,5.7598564369875
"5510...22816","calibration","pH",6.19999981,6.31212918933877
"6469...22817","calibration","pH",5,6.12613969010976
"6400...22818","calibration","pH",5.5999999,5.77282083635499
"4221...22819","calibration","pH",5.4000001,5.25191214494635
"4144...22820","calibration","pH",4.5999999,4.26437738988218
"4146...22821","calibration","pH",5.0999999,4.90345499481329
"4801...22822","calibration","pH",5.5,5.40806772190093
"1562...22823","calibration","pH",6.29,6.24530561728195
"5960...22824","calibration","pH",5.0999999,4.87492066717097
"1480...22825","calibration","pH",5.52,5.71139044646002
"1774...22826","calibration","pH",6.18,6.10628158013791
"4145...22827","calibration","pH",4.9000001,4.35943806398716
"7244...22828","calibration","pH",5.0999999,5.51988985305279
"6007...22829","calibration","pH",5.69999981,5.90229622069609
"4206...22830","calibration","pH",6.5,6.19317138846131
"6076...22831","calibration","pH",5.80000019,5.75631388111392
"6831...22832","calibration","pH",5.30000019,4.97485457406987
"4163...22833","calibration","pH",5.30000019,5.45845704118591
"8397...22834","calibration","pH",5.2,5.31229903220876
"6885...22835","calibration","pH",5.9000001,5.64735975176264
"4169...22836","calibration","pH",5,5.20779674139061
"1552...22837","calibration","pH",5.63,5.82565248810017
"1428...22838","calibration","pH",5.93,5.81773152198694
"7372...22839","calibration","pH",5.5999999,5.59315523918781
"253...22840","calibration","pH",6.46,6.43219790300264
"6073...22841","calibration","pH",6.0999999,5.70183766607778
"1452...22842","calibration","pH",5.82,6.0149237747912
"4224...22843","calibration","pH",6.0999999,5.89065100711709
"1472...22844","calibration","pH",5.51,5.59626120664098
"1566...22845","calibration","pH",6.03,6.13666658680678
"4269...22846","calibration","pH",5.30000019,5.50154638814188
"4953...22847","calibration","pH",6.19999981,5.91363895749218
"5951...22848","calibration","pH",6,6.09217002639809
"6701...22849","calibration","pH",5.69999981,6.11736487700907
"5462...22850","calibration","pH",6.80000019,6.8794698443004
"1864...22851","calibration","pH",6.42,6.21074908978623
"5659...22852","calibration","pH",5.9000001,5.75245933499506
"1564...22853","calibration","pH",6.25,6.18951581680199
"6399...22854","calibration","pH",5.80000019,5.7347221877426
"6395...22855","calibration","pH",5.80000019,5.73865291731649
"8530...22856","calibration","pH",5.9000001,5.16799825213542
"4297...22857","calibration","pH",5.0999999,5.05856994288506
"1826...22858","calibration","pH",5.23,5.52310983205453
"6084...22859","calibration","pH",5.4000001,5.26979587082173
